epoch,train_loss
0,2.688257545232773
1,2.601086664944887
2,2.4740020036697388
3,2.414217732846737
4,2.30532930418849
5,2.18623049557209
6,2.0986359417438507
7,2.06619381159544
8,1.9457654356956482
9,1.9187063910067081
10,1.8126038908958435
11,1.8204990476369858
12,1.7231572419404984
13,1.6748900823295116
14,1.6645793952047825
15,1.5702223870903254
16,1.5914420820772648
17,1.5042740274220705
18,1.5204990021884441
19,1.5026685278862715
20,1.4392874594777822
21,1.383699083700776
22,1.4054705146700144
23,1.3746679313480854
24,1.333106117323041
