epoch,train_loss
0,3.36937990039587
1,3.2911077216267586
2,3.1439406722784042
3,3.0400117114186287
4,3.026780627667904
5,2.924644149839878
6,2.9568803757429123
7,2.9183661714196205
8,2.7870023772120476
9,2.622983828186989
10,2.6543230190873146
11,2.6002055406570435
12,2.4882937595248222
13,2.467382326722145
14,2.3191086426377296
15,2.4194843843579292
16,2.3138075917959213
17,2.2846710979938507
18,2.1879013553261757
19,2.2043598666787148
20,2.1324623711407185
21,2.0960320457816124
22,2.0846380814909935
23,2.065285734832287
24,1.963435061275959
