epoch,train_loss
0,2.427588615566492
1,2.3215844705700874
2,2.2520389556884766
3,2.2006801813840866
4,2.088741235435009
5,1.9878283850848675
6,1.9793045185506344
7,1.8943887427449226
8,1.8055768199265003
9,1.8278169855475426
10,1.7029286473989487
11,1.6675024032592773
12,1.6445983201265335
13,1.616198841482401
14,1.5610785111784935
15,1.5491137150675058
16,1.4960250109434128
17,1.4827175922691822
18,1.4757129959762096
19,1.4553521312773228
20,1.3964346777647734
21,1.3598922733217478
22,1.3141508530825377
23,1.3022051881998777
24,1.275942800566554
