epoch,train_loss
0,2.200405975803733
1,2.0751969292759895
2,2.0405742041766644
3,1.9713170509785414
4,1.8227435741573572
5,1.7381333149969578
6,1.7508421931415796
7,1.6568379011005163
8,1.632930832915008
9,1.5146821402013302
10,1.4906849898397923
11,1.4518711073324084
12,1.427799854427576
13,1.4188610054552555
14,1.313097508624196
15,1.3749844003468752
16,1.289026791229844
17,1.30810571834445
18,1.264419138431549
19,1.2339325081557035
20,1.2832783991470933
21,1.2124920235946774
22,1.172643281519413
23,1.1393818957731128
24,1.1258471868932247
