epoch,train_loss
0,2.6486759148538113
1,2.486431712284684
2,2.348740203306079
3,2.2293388955295086
4,2.1491132508963346
5,2.092587925493717
6,2.025828942656517
7,1.922199146822095
8,1.819232783280313
9,1.8595563527196646
10,1.799384482204914
11,1.7724404195323586
12,1.6446988619863987
13,1.604220325127244
14,1.5383820040151477
15,1.5499339578673244
16,1.4985070526599884
17,1.4151154393330216
18,1.4294262547045946
19,1.426745230332017
20,1.4125727685168386
21,1.3846120722591877
22,1.338942775502801
23,1.4121375726535916
24,1.3612697264179587
