epoch,train_loss
0,2.8966914638876915
1,2.7768288757652044
2,2.5893243737518787
3,2.520432176068425
4,2.350893385708332
5,2.2472826298326254
6,2.276923857629299
7,2.148803450167179
8,2.0084774857386947
9,2.003898423165083
10,1.9470795365050435
11,1.8700929824262857
12,1.7837848598137498
13,1.8038218636065722
14,1.7051251060329378
15,1.6776735428720713
16,1.6040309872478247
17,1.6642753556370735
18,1.573905655182898
19,1.5383445555344224
20,1.5874444646760821
21,1.4402400851249695
22,1.5233822418376803
23,1.4707728875800967
24,1.4414816536009312
