epoch,train_loss
0,3.3641417175531387
1,3.232071205973625
2,3.0991032123565674
3,3.104521870613098
4,2.9969325959682465
5,2.966103494167328
6,2.9069648683071136
7,2.8371581733226776
8,2.802632115781307
9,2.7296421229839325
10,2.6771868467330933
11,2.600337952375412
12,2.5473129972815514
13,2.5305421873927116
14,2.4945017993450165
15,2.4328794479370117
16,2.3334362283349037
17,2.3461214900016785
18,2.29026061296463
19,2.2687819972634315
20,2.2348493933677673
21,2.1606655791401863
22,2.129083350300789
23,2.10174573212862
24,2.090136058628559
