epoch,train_loss
0,4.066713891923428
1,3.772475803270936
2,3.5809296164661646
3,3.364677917212248
4,3.3174979854375124
5,3.247760085389018
6,3.0246630515903234
7,2.9208529982715845
8,2.907035242766142
9,2.7595025431364775
10,2.6666559241712093
11,2.674729196354747
12,2.6217007022351027
13,2.441756945103407
14,2.468703057616949
15,2.454425304196775
16,2.3837481662631035
17,2.3260736959055066
18,2.290341518819332
19,2.214894368313253
20,2.306196428835392
21,2.2262034714221954
22,2.223075167275965
23,2.1800113674253225
24,2.1997751900926232
