epoch,train_loss
0,2.377427764236927
1,2.3194096870720387
2,2.2269829772412777
3,2.2267099358141422
4,2.0734263472259045
5,2.0183611400425434
6,1.9783524088561535
7,1.9547110423445702
8,1.8798382505774498
9,1.870016135275364
10,1.717931091785431
11,1.765608947724104
12,1.6342658437788486
13,1.614293433725834
14,1.638453520834446
15,1.570233777165413
16,1.5411187298595905
17,1.5057294182479382
18,1.4894453808665276
19,1.4510035887360573
20,1.447394611313939
21,1.4603927731513977
22,1.4058934412896633
23,1.3988920748233795
24,1.3175038546323776
