epoch,train_loss
0,2.2761836387217045
1,2.2047732081264257
2,2.008590830489993
3,1.9769188966602087
4,1.9218856077641249
5,1.896990343928337
6,1.751041941344738
7,1.6992063410580158
8,1.5650801174342632
9,1.567795543000102
10,1.581327697262168
11,1.498406557366252
12,1.4575236551463604
13,1.3915476836264133
14,1.3366830665618181
15,1.3951094672083855
16,1.3712443094700575
17,1.3012136351317167
18,1.2915564998984337
19,1.2485084254294634
20,1.2707778103649616
21,1.2254379745572805
22,1.215041977353394
23,1.1813896959647536
24,1.1605625674128532
