epoch,train_loss
0,2.2430274337530136
1,2.142006976529956
2,2.0649401266127825
3,2.0121510345488787
4,1.9262872785329819
5,1.8446225747466087
6,1.8478288184851408
7,1.7666216921061277
8,1.6873211469501257
9,1.664342826232314
10,1.6082428637892008
11,1.5611372143030167
12,1.5490386057645082
13,1.5259412452578545
14,1.462637035176158
15,1.4366549588739872
16,1.4093181546777487
17,1.3832646571099758
18,1.3396588284522295
19,1.3207885064184666
20,1.3009884748607874
21,1.270995531231165
22,1.205626042559743
23,1.2293362263590097
24,1.2291454318910837
