epoch,train_loss
0,2.6650464199483395
1,2.4745158571749926
2,2.395285528153181
3,2.2678185049444437
4,2.1347245378419757
5,2.0687569212168455
6,1.9888056330382824
7,1.8792436253279448
8,1.7893748823553324
9,1.8060869220644236
10,1.7263013180345297
11,1.6267662663012743
12,1.6399825913831592
13,1.6115817176178098
14,1.5632951725274324
15,1.4942187564447522
16,1.494446212425828
17,1.4099867716431618
18,1.398458207026124
19,1.3752870056778193
20,1.3297523958608508
21,1.3487243968993425
22,1.3216195264831185
23,1.2846839241683483
24,1.2911219848319888
