epoch,train_loss
0,3.7389910519123077
1,3.5725540071725845
2,3.4556064903736115
3,3.462963715195656
4,3.3506011068820953
5,3.273822635412216
6,3.238543674349785
7,3.216093048453331
8,3.1555329263210297
9,3.046098679304123
10,3.008655861020088
11,2.9678771644830704
12,2.911229580640793
13,2.8571533113718033
14,2.773324131965637
15,2.760491445660591
16,2.666144698858261
17,2.6575167924165726
18,2.6385082006454468
19,2.577634260058403
20,2.554934822022915
21,2.462547942996025
22,2.4549208134412766
23,2.387300528585911
24,2.3071833327412605
