epoch,train_loss
0,2.7538700103759766
1,2.645113945007324
2,2.58193663880229
3,2.5740442760288715
4,2.424044005572796
5,2.367931693792343
6,2.3049374744296074
7,2.2476547360420227
8,2.194521266967058
9,2.1655988842248917
10,2.1111737936735153
11,2.084170065820217
12,2.0358718000352383
13,1.9730465859174728
14,1.9569339640438557
15,1.88624132797122
16,1.8908898867666721
17,1.8637101724743843
18,1.7990564964711666
19,1.7239441946148872
20,1.7317274548113346
21,1.6510056108236313
22,1.6388398222625256
23,1.6674525178968906
24,1.6483298726379871
