epoch,train_loss
0,2.735010839998722
1,2.6317825317382812
2,2.517770618200302
3,2.4597681276500225
4,2.3193304017186165
5,2.402630813419819
6,2.255024466663599
7,2.192869406193495
8,2.1323563046753407
9,2.0837170854210854
10,1.993394237011671
11,1.9548313990235329
12,1.909314762800932
13,1.8755706548690796
14,1.8464989550411701
15,1.8130973316729069
16,1.7729342952370644
17,1.7223830111324787
18,1.682452965527773
19,1.6600507237017155
20,1.617933552712202
21,1.6298714987933636
22,1.5697467979043722
23,1.5371468514204025
24,1.5040948800742626
