epoch,train_loss
0,2.8692882768809795
1,2.667588089592755
2,2.620303673669696
3,2.492715829052031
4,2.436355408281088
5,2.3280295599251986
6,2.196786225773394
7,2.2040161211043596
8,2.156550297513604
9,2.109671597369015
10,2.0267428243532777
11,1.991183552891016
12,1.935792839154601
13,1.9041784843429923
14,1.85926594119519
15,1.8683943264186382
16,1.7791276220232248
17,1.7809800887480378
18,1.6942569818347692
19,1.7124574109911919
20,1.679599441587925
21,1.6453416757285595
22,1.6133317556232214
23,1.6152376718819141
24,1.5965189961716533
