epoch,train_loss
0,2.4200519025325775
1,2.2967966571450233
2,2.189846109598875
3,2.18257000669837
4,1.9624264389276505
5,2.032243436202407
6,1.9046103041619062
7,1.8442700151354074
8,1.7749014310538769
9,1.7511097844690084
10,1.7088616844266653
11,1.6426372770220041
12,1.6244326438754797
13,1.5603275578469038
14,1.503545781597495
15,1.4852573266252875
16,1.4710740242153406
17,1.4638911364600062
18,1.4322578459978104
19,1.368387132883072
20,1.3680038880556822
21,1.363370854407549
22,1.3062148289754987
23,1.2885141968727112
24,1.3012872347608209
