epoch,train_loss
0,2.8265814930200577
1,2.6965425200760365
2,2.6467742528766394
3,2.450993437319994
4,2.5152306612581015
5,2.3960410561412573
6,2.27887624502182
7,2.178577419370413
8,2.131983309984207
9,2.093901237472892
10,1.9902763068675995
11,1.943204352632165
12,1.884389404207468
13,1.8673393232747912
14,1.7878483682870865
15,1.7410827232524753
16,1.784470360726118
17,1.72453417442739
18,1.7394693978130817
19,1.6585986092686653
20,1.5996090983971953
21,1.6062569078058004
22,1.580633755773306
23,1.5403359988704324
24,1.567088439129293
