epoch,train_loss
0,5.038986399769783
1,4.866410344839096
2,4.786566615104675
3,4.779822140932083
4,4.599796459078789
5,4.5314140766859055
6,4.454289481043816
7,4.366861075162888
8,4.274536803364754
9,4.243697494268417
10,4.209068030118942
11,4.070217207074165
12,4.040932342410088
13,4.044188365340233
14,4.029309630393982
15,3.844944655895233
16,3.7900236696004868
17,3.785510793328285
18,3.686813563108444
19,3.7029547095298767
20,3.5814129263162613
21,3.55410997569561
22,3.4916678965091705
23,3.465641513466835
24,3.3954944163560867
