epoch,train_loss
0,4.331917196512222
1,4.249384567141533
2,4.172487169504166
3,4.054057255387306
4,4.03899547457695
5,3.9490147083997726
6,3.8437846899032593
7,3.8403586745262146
8,3.7323164641857147
9,3.6743109822273254
10,3.6090130507946014
11,3.59321890771389
12,3.5053272247314453
13,3.4746887534856796
14,3.371372774243355
15,3.3441908955574036
16,3.2293301075696945
17,3.2101051658391953
18,3.185310021042824
19,3.0942306220531464
20,3.021209105849266
21,3.0310440063476562
22,2.949081227183342
23,2.8944350704550743
24,2.867972105741501
