epoch,train_loss
0,4.089555844664574
1,4.040306583046913
2,4.002136200666428
3,3.8750772178173065
4,3.733104854822159
5,3.6837301552295685
6,3.522172313183546
7,3.48655404150486
8,3.4369910433888435
9,3.40646705776453
10,3.294047065079212
11,3.317002460360527
12,3.162954442203045
13,3.12138482183218
14,3.1331900656223297
15,3.0140942707657814
16,3.008065216243267
17,2.956723317503929
18,2.914015293121338
19,2.8252021446824074
20,2.8703500851988792
21,2.7891752645373344
22,2.7882708236575127
23,2.5956263318657875
24,2.6627877205610275
