epoch,train_loss
0,3.673176296055317
1,3.5043790861964226
2,3.4192840978503227
3,3.3744465336203575
4,3.2229077517986298
5,3.17158579826355
6,3.168041281402111
7,3.0611438155174255
8,2.948646053671837
9,2.916096329689026
10,2.8633871600031853
11,2.8219928592443466
12,2.774209626019001
13,2.6564845591783524
14,2.666346810758114
15,2.5638417452573776
16,2.5330874398350716
17,2.4928089156746864
18,2.3887411803007126
19,2.4229961410164833
20,2.3487033396959305
21,2.2820701897144318
22,2.2351311668753624
23,2.2391266003251076
24,2.179523140192032
