epoch,train_loss
0,2.2921762447804213
1,2.2382584270089865
2,2.14938248321414
3,2.046123579144478
4,1.9668855387717485
5,1.8994338903576136
6,1.870162583887577
7,1.8341979198157787
8,1.7065368350595236
9,1.7451580110937357
10,1.6614010743796825
11,1.6253559980541468
12,1.5665076859295368
13,1.5834586434066296
14,1.4843390239402652
15,1.4522268995642662
16,1.4001890644431114
17,1.4121266230940819
18,1.4019828662276268
19,1.3912918232381344
20,1.310750488191843
21,1.345251327380538
22,1.3301634658128023
23,1.2700041476637125
24,1.2821696363389492
