epoch,train_loss
0,4.008166149258614
1,3.7163813803344965
2,3.5445040371268988
3,3.477267876267433
4,3.201540321111679
5,3.1102332919836044
6,2.976312419399619
7,2.862986510619521
8,2.7539557050913572
9,2.6437051985412836
10,2.630748400464654
11,2.4809826370328665
12,2.4039839059114456
13,2.4166341107338667
14,2.3808460608124733
15,2.2976111583411694
16,2.2238419950008392
17,2.174053085036576
18,2.165946125984192
19,2.140493869781494
20,2.1259665228426456
21,2.0086827781051397
22,1.9254937311634421
23,1.9784649098291993
24,1.9588958229869604
