epoch,train_loss
0,4.2268854677677155
1,4.046174630522728
2,4.021545022726059
3,3.9916067868471146
4,3.859623670578003
5,3.733811430633068
6,3.7015998512506485
7,3.6226687133312225
8,3.5857398360967636
9,3.5046986490488052
10,3.407701298594475
11,3.4134587347507477
12,3.3243093118071556
13,3.2852992117404938
14,3.174691252410412
15,3.1987888365983963
16,3.0001396909356117
17,3.002057768404484
18,2.9895161539316177
19,2.893067240715027
20,2.90582437813282
21,2.8272867053747177
22,2.8981029093265533
23,2.7353833243250847
24,2.7390738278627396
