epoch,train_loss
0,4.556870773434639
1,4.443848758935928
2,4.322258919477463
3,4.306905552744865
4,4.222570106387138
5,4.074606046080589
6,4.0936248898506165
7,4.004168972373009
8,3.9034816175699234
9,3.834619775414467
10,3.789144143462181
11,3.7305780351161957
12,3.6960177421569824
13,3.593050554394722
14,3.5260472297668457
15,3.5384927541017532
16,3.4181319177150726
17,3.408132880926132
18,3.3075977563858032
19,3.2376846820116043
20,3.2642227709293365
21,3.1321689188480377
22,3.1227427572011948
23,3.031995728611946
24,2.9936892986297607
