epoch,train_loss
0,2.3954739551991224
1,2.2206425443291664
2,2.1888519544154406
3,2.1399325244128704
4,2.0330499950796366
5,1.9309795554727316
6,1.8901185356080532
7,1.852322006598115
8,1.7767750043421984
9,1.6976567339152098
10,1.728432286530733
11,1.6931944638490677
12,1.5979507062584162
13,1.5558753479272127
14,1.5587732624262571
15,1.5208063777536154
16,1.4648719672113657
17,1.4003515560179949
18,1.4440894033759832
19,1.4017150849103928
20,1.355308886617422
21,1.3564518224447966
22,1.3517595957964659
23,1.322619380429387
24,1.302084807306528
