epoch,train_loss
0,3.067132778465748
1,3.059263974428177
2,2.946950078010559
3,2.876813679933548
4,2.895048290491104
5,2.6958000361919403
6,2.6635968685150146
7,2.584653064608574
8,2.6703115329146385
9,2.5090967416763306
10,2.4781253784894943
11,2.4342726916074753
12,2.369565524160862
13,2.2402771785855293
14,2.292589895427227
15,2.1953701078891754
16,2.131420087069273
17,2.0608420111238956
18,2.15872198715806
19,2.0587457716464996
20,2.0526557229459286
21,1.9443969242274761
22,1.9818539656698704
23,1.9188864529132843
24,1.8882216215133667
