epoch,train_loss
0,2.517909985035658
1,2.432632155716419
2,2.330972623080015
3,2.2849798630923033
4,2.212056301534176
5,2.135054226964712
6,2.042436107993126
7,2.0035604480654
8,1.8889608606696129
9,1.8630351480096579
10,1.8768993448466063
11,1.8312105908989906
12,1.7928273510187864
13,1.7622170224785805
14,1.7616854161024094
15,1.6510911509394646
16,1.6109132301062346
17,1.6169330943375826
18,1.5244917515665293
19,1.5803887750953436
20,1.523749565705657
21,1.4588861614465714
22,1.4859500490128994
23,1.4506394863128662
24,1.3956500869244337
