epoch,train_loss
0,2.7324412763118744
1,2.6454624459147453
2,2.4958567209541798
3,2.5364080257713795
4,2.421648982912302
5,2.3303308449685574
6,2.250974304974079
7,2.1791416369378567
8,2.12606767565012
9,2.080418784171343
10,2.0362760722637177
11,1.9850193299353123
12,1.9089381396770477
13,1.8690332993865013
14,1.856107298284769
15,1.7538926601409912
16,1.7553467750549316
17,1.75521807000041
18,1.7291497811675072
19,1.691536795347929
20,1.6546816527843475
21,1.6079127043485641
22,1.603434294462204
23,1.6019437871873379
24,1.5255005322396755
