epoch,train_loss
0,2.3986852690577507
1,2.3560793437063694
2,2.285432830452919
3,2.177175821736455
4,2.0693907905369997
5,2.0628145541995764
6,1.8842254225164652
7,1.9253786001354456
8,1.8366994820535183
9,1.7702330201864243
10,1.7560076303780079
11,1.6614563520997763
12,1.6532099433243275
13,1.5558875519782305
14,1.5238426607102156
15,1.5608936790376902
16,1.4956306964159012
17,1.4607416577637196
18,1.4776868242770433
19,1.453626373782754
20,1.3962033819407225
21,1.3974534664303064
22,1.340589016675949
23,1.3571827355772257
24,1.2845379337668419
