epoch,train_loss
0,5.35632997751236
1,5.213041603565216
2,5.026788175106049
3,4.991078585386276
4,4.891976922750473
5,4.7452094703912735
6,4.706547856330872
7,4.6289239674806595
8,4.519819676876068
9,4.449787735939026
10,4.441400915384293
11,4.470651596784592
12,4.244517579674721
13,4.222620025277138
14,4.133892431855202
15,4.058965891599655
16,4.033144518733025
17,4.047175720334053
18,3.889732137322426
19,3.915393605828285
20,3.8150618374347687
21,3.7118450552225113
22,3.7513348162174225
23,3.6619251370429993
24,3.5885875821113586
