epoch,train_loss
0,3.7528857365250587
1,3.5660896748304367
2,3.4770484194159508
3,3.4125264808535576
4,3.416639782488346
5,3.3005385994911194
6,3.176881417632103
7,3.1432604491710663
8,3.0308508798480034
9,2.9986427277326584
10,2.962701879441738
11,2.87999377399683
12,2.8431140333414078
13,2.750881239771843
14,2.719360664486885
15,2.6212617978453636
16,2.6090555414557457
17,2.5165943652391434
18,2.5177863985300064
19,2.4416180923581123
20,2.3640541806817055
21,2.419146105647087
22,2.3233833238482475
23,2.2539369761943817
24,2.2237716987729073
