epoch,train_loss
0,3.7391568142920732
1,3.595287501811981
2,3.4912980161607265
3,3.3242019414901733
4,3.211089352145791
5,3.0201750453561544
6,2.9923780281096697
7,2.822571262717247
8,2.7535431440919638
9,2.7016656547784805
10,2.5808510836213827
11,2.56512937694788
12,2.460190584883094
13,2.4536632876843214
14,2.4087749868631363
15,2.3966452637687325
16,2.2556100990623236
17,2.2301133666187525
18,2.1885801404714584
19,2.1743291653692722
20,2.1161884739995003
21,2.051537213847041
22,2.068911506794393
23,2.049010291695595
24,1.9995459634810686
