epoch,train_loss
0,2.890501281246543
1,2.8148266840726137
2,2.607253944501281
3,2.5347875859588385
4,2.3869736064225435
5,2.3552673794329166
6,2.230946160852909
7,2.153034501709044
8,2.150006176903844
9,2.0743322782218456
10,2.0107704009860754
11,1.926126022823155
12,1.9699197225272655
13,1.858460446819663
14,1.7675625588744879
15,1.757001569494605
16,1.769474210217595
17,1.6808677278459072
18,1.710183572024107
19,1.6006375532597303
20,1.6296942438930273
21,1.5677963411435485
22,1.5615056920796633
23,1.551237316802144
24,1.5367006370797753
