epoch,train_loss
0,4.148303732275963
1,3.911744138225913
2,3.7828995175659657
3,3.731760375201702
4,3.651663027703762
5,3.4731605872511864
6,3.2764629051089287
7,3.4251953326165676
8,3.1984898522496223
9,3.1361848916858435
10,3.0187968146055937
11,3.0037535466253757
12,2.8788248877972364
13,2.9055839106440544
14,2.837677439674735
15,2.8512156065553427
16,2.8029106771573424
17,2.6900598276406527
18,2.6325201373547316
19,2.595432950183749
20,2.6154307825490832
21,2.613183569163084
22,2.5404751300811768
