epoch,train_loss
0,2.791547827422619
1,2.762864038348198
2,2.6648882441222668
3,2.580116678029299
4,2.5013669803738594
5,2.3804928436875343
6,2.35171190649271
7,2.336597051471472
8,2.2507793493568897
9,2.2164596877992153
10,2.1159931868314743
11,2.0996698029339314
12,2.0892931930720806
13,1.9522564373910427
14,1.9832546897232533
15,1.9390674345195293
16,1.896076686680317
17,1.858001958578825
18,1.8783136643469334
19,1.776002448052168
20,1.7403855547308922
21,1.715479664504528
22,1.7441858649253845
23,1.6441548988223076
24,1.5930793061852455
