epoch,train_loss
0,2.8275071792304516
1,2.6411792635917664
2,2.6408375538885593
3,2.5375251956284046
4,2.4879628382623196
5,2.3689584843814373
6,2.3353499062359333
7,2.2666484005749226
8,2.1293543092906475
9,2.0794854313135147
10,2.0708090513944626
11,1.9906908571720123
12,1.9428643882274628
13,1.8997805006802082
14,1.8450664840638638
15,1.8116624485701323
16,1.7980609312653542
17,1.7298034876585007
18,1.6997699439525604
19,1.641672184690833
20,1.6522914338856936
21,1.68333375826478
22,1.585523808375001
23,1.5564153864979744
24,1.5568294692784548
